"CUSTOMER_ID","FIRST_NAME","LAST_NAME","GENDER","DOB"
"C000900","First 000900","Last 000900","F",1972-06-19 00:00:00
"C000901","First 000901","Last 000901","M",1972-06-20 00:00:00
"C000902","First 000902","Last 000902","F",1972-06-21 00:00:00
"C000903","First 000903","Last 000903","M",1972-06-22 00:00:00
"C000904","First 000904","Last 000904","F",1972-06-23 00:00:00
"C000905","First 000905","Last 000905","M",1972-06-24 00:00:00
"C000906","First 000906","Last 000906","F",1972-06-25 00:00:00
"C000907","First 000907","Last 000907","M",1972-06-26 00:00:00
"C000908","First 000908","Last 000908","F",1972-06-27 00:00:00
"C000909","First 000909","Last 000909","M",1972-06-28 00:00:00
"C000910","First 000910","Last 000910","F",1972-06-29 00:00:00
"C000911","First 000911","Last 000911","M",1972-06-30 00:00:00
"C000912","First 000912","Last 000912","F",1972-07-01 00:00:00
"C000913","First 000913","Last 000913","M",1972-07-02 00:00:00
"C000914","First 000914","Last 000914","F",1972-07-03 00:00:00
"C000915","First 000915","Last 000915","M",1972-07-04 00:00:00
"C000916","First 000916","Last 000916","F",1972-07-05 00:00:00
"C000917","First 000917","Last 000917","M",1972-07-06 00:00:00
"C000918","First 000918","Last 000918","F",1972-07-07 00:00:00
"C000919","First 000919","Last 000919","M",1972-07-08 00:00:00
"C000920","First 000920","Last 000920","F",1972-07-09 00:00:00
"C000921","First 000921","Last 000921","M",1972-07-10 00:00:00
"C000922","First 000922","Last 000922","F",1972-07-11 00:00:00
"C000923","First 000923","Last 000923","M",1972-07-12 00:00:00
"C000924","First 000924","Last 000924","F",1972-07-13 00:00:00
"C000925","First 000925","Last 000925","M",1972-07-14 00:00:00
"C000926","First 000926","Last 000926","F",1972-07-15 00:00:00
"C000927","First 000927","Last 000927","M",1972-07-16 00:00:00
"C000928","First 000928","Last 000928","F",1972-07-17 00:00:00
"C000929","First 000929","Last 000929","M",1972-07-18 00:00:00
"C000930","First 000930","Last 000930","F",1972-07-19 00:00:00
"C000931","First 000931","Last 000931","M",1972-07-20 00:00:00
"C000932","First 000932","Last 000932","F",1972-07-21 00:00:00
"C000933","First 000933","Last 000933","M",1972-07-22 00:00:00
"C000934","First 000934","Last 000934","F",1972-07-23 00:00:00
"C000935","First 000935","Last 000935","M",1972-07-24 00:00:00
"C000936","First 000936","Last 000936","F",1972-07-25 00:00:00
"C000937","First 000937","Last 000937","M",1972-07-26 00:00:00
"C000938","First 000938","Last 000938","F",1972-07-27 00:00:00
"C000939","First 000939","Last 000939","M",1972-07-28 00:00:00
"C000940","First 000940","Last 000940","F",1972-07-29 00:00:00
"C000941","First 000941","Last 000941","M",1972-07-30 00:00:00
"C000942","First 000942","Last 000942","F",1972-07-31 00:00:00
"C000943","First 000943","Last 000943","M",1972-08-01 00:00:00
"C000944","First 000944","Last 000944","F",1972-08-02 00:00:00
"C000945","First 000945","Last 000945","M",1972-08-03 00:00:00
"C000946","First 000946","Last 000946","F",1972-08-04 00:00:00
"C000947","First 000947","Last 000947","M",1972-08-05 00:00:00
"C000948","First 000948","Last 000948","F",1972-08-06 00:00:00
"C000949","First 000949","Last 000949","M",1972-08-07 00:00:00
"C000950","First 000950","Last 000950","F",1972-08-08 00:00:00
"C000951","First 000951","Last 000951","M",1972-08-09 00:00:00
"C000952","First 000952","Last 000952","F",1972-08-10 00:00:00
"C000953","First 000953","Last 000953","M",1972-08-11 00:00:00
"C000954","First 000954","Last 000954","F",1972-08-12 00:00:00
"C000955","First 000955","Last 000955","M",1972-08-13 00:00:00
"C000956","First 000956","Last 000956","F",1972-08-14 00:00:00
"C000957","First 000957","Last 000957","M",1972-08-15 00:00:00
"C000958","First 000958","Last 000958","F",1972-08-16 00:00:00
"C000959","First 000959","Last 000959","M",1972-08-17 00:00:00
"C000960","First 000960","Last 000960","F",1972-08-18 00:00:00
"C000961","First 000961","Last 000961","M",1972-08-19 00:00:00
"C000962","First 000962","Last 000962","F",1972-08-20 00:00:00
"C000963","First 000963","Last 000963","M",1972-08-21 00:00:00
"C000964","First 000964","Last 000964","F",1972-08-22 00:00:00
"C000965","First 000965","Last 000965","M",1972-08-23 00:00:00
"C000966","First 000966","Last 000966","F",1972-08-24 00:00:00
"C000967","First 000967","Last 000967","M",1972-08-25 00:00:00
"C000968","First 000968","Last 000968","F",1972-08-26 00:00:00
"C000969","First 000969","Last 000969","M",1972-08-27 00:00:00
"C000970","First 000970","Last 000970","F",1972-08-28 00:00:00
"C000971","First 000971","Last 000971","M",1972-08-29 00:00:00
"C000972","First 000972","Last 000972","F",1972-08-30 00:00:00
"C000973","First 000973","Last 000973","M",1972-08-31 00:00:00
"C000974","First 000974","Last 000974","F",1972-09-01 00:00:00
"C000975","First 000975","Last 000975","M",1972-09-02 00:00:00
"C000976","First 000976","Last 000976","F",1972-09-03 00:00:00
"C000977","First 000977","Last 000977","M",1972-09-04 00:00:00
"C000978","First 000978","Last 000978","F",1972-09-05 00:00:00
"C000979","First 000979","Last 000979","M",1972-09-06 00:00:00
"C000980","First 000980","Last 000980","F",1972-09-07 00:00:00
"C000981","First 000981","Last 000981","M",1972-09-08 00:00:00
"C000982","First 000982","Last 000982","F",1972-09-09 00:00:00
"C000983","First 000983","Last 000983","M",1972-09-10 00:00:00
"C000984","First 000984","Last 000984","F",1972-09-11 00:00:00
"C000985","First 000985","Last 000985","M",1972-09-12 00:00:00
"C000986","First 000986","Last 000986","F",1972-09-13 00:00:00
"C000987","First 000987","Last 000987","M",1972-09-14 00:00:00
"C000988","First 000988","Last 000988","F",1972-09-15 00:00:00
"C000989","First 000989","Last 000989","M",1972-09-16 00:00:00
"C000990","First 000990","Last 000990","F",1972-09-17 00:00:00
"C000991","First 000991","Last 000991","M",1972-09-18 00:00:00
"C000992","First 000992","Last 000992","F",1972-09-19 00:00:00
"C000993","First 000993","Last 000993","M",1972-09-20 00:00:00
"C000994","First 000994","Last 000994","F",1972-09-21 00:00:00
"C000995","First 000995","Last 000995","M",1972-09-22 00:00:00
"C000996","First 000996","Last 000996","F",1972-09-23 00:00:00
"C000997","First 000997","Last 000997","M",1972-09-24 00:00:00
"C000998","First 000998","Last 000998","F",1972-09-25 00:00:00
"C000999","First 000999","Last 000999","M",1972-09-26 00:00:00
"C001000","First 001000","Last 001000","F",1972-09-27 00:00:00


